Nome,Ruolo,Team,img,avatars,Fanta Media 22-23,Media Voto 22-23,Gol 22-23,Assist 22-23,Fanta Media 23-24,Media Voto 23-24,Gol 23-24,Assist 23-24,Fanta Media 24-25,Media Voto 24-25,Gol 24-25,Assist 24-25,PMA,Quot.,MV,FMV,Presenze,Minuti,Gol,Assist,Ammonizioni,Espulsioni,Rig. Segnati,Rig. Sbagliati,Gol Subiti,Rig. Parati,Prezzo,Titolarità,Affidabilità,Integrità,Prezzo%,Fascia,FMV Exp.,Pt. Tit.,Percentuale Titolare,FantaValue,Tiri_FV,Passaggi_FV,Difesa_FV,Possesso_FV,Azioni_FV,Player1T1,Player2T1,Player1T2,Player2T2,PrezzoTerzetto1,AffinitaTerzetto1,PrezzoTerzetto2,AffinitaTerzetto2,SP1,SP2,SP3,SP4,SP5,PMA300,PMA500,PMA1000,Prezzo300,Prezzo500,Prezzo1000,PrezzoTerzetto1300,PrezzoTerzetto1500,PrezzoTerzetto11000,PrezzoTerzetto2300,PrezzoTerzetto2500,PrezzoTerzetto21000,Diagnosi,11_08_PREZZO_300,11_08_PREZZO_500,11_08_PREZZO_1000,18_08_PREZZO_300,18_08_PREZZO_500,18_08_PREZZO_1000,22_08_PREZZO_300,22_08_PREZZO_500,22_08_PREZZO_1000,24_08_PREZZO_300,24_08_PREZZO_500,24_08_PREZZO_1000,26_08_PREZZO_300,26_08_PREZZO_500,26_08_PREZZO_1000,28_08_PREZZO_300,28_08_PREZZO_500,28_08_PREZZO_1000,02_09_PREZZO_300,02_09_PREZZO_500,02_09_PREZZO_1000,11_08_PMA_300,11_08_PMA_500,11_08_PMA_1000,18_08_PMA_300,18_08_PMA_500,18_08_PMA_1000,22_08_PMA_300,22_08_PMA_500,22_08_PMA_1000,24_08_PMA_300,24_08_PMA_500,24_08_PMA_1000,26_08_PMA_300,26_08_PMA_500,26_08_PMA_1000,28_08_PMA_300,28_08_PMA_500,28_08_PMA_1000,02_09_PMA_300,02_09_PMA_500,02_09_PMA_1000,Titolarita 24/25,Rigorista,CalciPiazzati
CARBONI A.,D,MON,carboni_a.png,carboni_a_avatar.png,5.33,5.33,0,0,6.0,5.88,1,0,6.0,6.0,0,0,0.002,5,5.88,6.0,21.0,1490.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,3,4,0.2,"Titolare ""Scarso""",6.0,16.0,76.0,77.9,76.8,78.1,81.6,78.9,76.5,BELLANOVA,VARANE,BELLANOVA,MANCINI,32.0,97.0,38.0,97.0,PALOMINO,VALENTI,PALESTRA,CIRCATI,IZZO,1,1,2,1,1,2,19,32,64,23,38,76,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
CASALE,D,BOL,casale.png,casale_avatar.png,6.03,6.0,1,1,5.55,5.68,0,0,6.0,6.0,0,0,0.002,8,5.68,5.55,20.0,1557.0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,2,3,3,0.2,Outsider,5.91,16.0,80.0,80.4,76.0,78.2,80.0,79.3,76.0,EBUEHI,HERNANDEZ T.,GOSENS,COCO,52.0,100.0,27.0,100.0,SVOBODA,TERRACCIANO F.,THIAW,VITI,VOGLIACCO,1,1,2,1,1,2,31,52,104,16,27,54,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,50.0,,
CELIK,D,ROM,celik.png,celik_avatar.png,5.69,5.81,0,1,5.88,5.92,0,0,5.67,5.67,0,0,0.002,3,5.92,5.88,17.0,677.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,2,3,0.2,"Titolare ""Scarso""",5.91,6.0,35.0,71.7,67.0,68.2,72.1,71.8,68.1,BELLANOVA,KYRIAKOPOULOS,EBUEHI,FRESE,28.0,97.0,3.0,97.0,ILIC M.,IOVINE,ISMAJLI,JUAN JESUS,KABASELE,1,1,2,1,1,2,17,28,56,2,3,6,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,50.0,,
COMUZZO,D,FIO,comuzzo.png,comuzzo_avatar.png,-,-,0,0,5.75,6.0,0,0,5.67,5.67,0,0,0.002,1,6.0,5.75,4.0,46.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,3,5,0.2,Non Impostata,5.75,0.0,0.0,57.4,54.0,54.0,60.5,59.1,54.0,POSCH,COCO,POSCH,KYRIAKOPOULOS,15.0,100.0,13.0,97.0,GOGLICHIDZE,PALACIOS T.,COPPOLA D.,CORAZZA,COULIBALY W.,1,1,2,1,1,2,9,15,30,8,13,26,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,25.0,,
COPPOLA D.,D,VER,coppola_d.png,coppola_d_avatar.png,5.66,5.81,0,0,5.92,5.85,2,0,5.83,6.0,0,0,0.002,4,5.85,5.92,24.0,1642.0,2,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1,4,3,3,0.2,"Titolare ""Scarso""",5.94,18.0,75.0,80.8,77.5,77.6,84.3,82.4,77.5,EBUEHI,ROMAGNOLI,VASQUEZ,ROMAGNOLI,12.0,100.0,18.0,100.0,PALACIOS T.,COMUZZO,CORAZZA,COULIBALY W.,D'AMBROSIO,1,1,2,1,1,2,7,12,24,11,18,36,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,75.0,,
CORAZZA,D,BOL,corazza.png,corazza_avatar.png,-,-,0,0,5.8,5.9,0,0,0.0,0.0,0,0,0.002,1,5.9,5.8,9.0,211.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3,0.2,Non Impostata,5.9,1.0,11.0,59.7,54.3,56.7,63.6,60.8,54.9,EBUEHI,HERNANDEZ T.,GOSENS,COCO,52.0,100.0,27.0,100.0,COMUZZO,COPPOLA D.,COULIBALY W.,D'AMBROSIO,DAHL,1,1,2,1,1,2,31,52,104,16,27,54,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,,
COULIBALY W.,D,PAR,coulibaly_w.png,coulibaly_w_avatar.png,-,-,1,1,-,-,0,2,6.17,6.17,0,0,0.002,2,6.0,6.05,26.0,1887.0,0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1,3,3,5,0.2,Scommesse,5.97,21.0,81.0,81.6,77.3,77.5,83.3,82.3,77.3,POSCH,CANDELA,GOSENS,CANDELA,13.0,97.0,25.0,97.0,COPPOLA D.,CORAZZA,D'AMBROSIO,DAHL,DAWIDOWICZ,1,1,2,1,1,2,8,13,26,15,25,50,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,6.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,6.0,75.0,,
D'AMBROSIO,D,MON,dambrosio.png,dambrosio_avatar.png,5.96,5.96,0,2,5.69,5.79,0,0,6.0,6.0,0,0,0.002,3,5.79,5.69,24.0,1534.0,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1,3,3,3,0.2,Outsider,5.79,16.0,67.0,81.3,77.6,78.1,84.9,82.8,77.7,BELLANOVA,VARANE,BELLANOVA,MANCINI,32.0,97.0,38.0,97.0,CORAZZA,COULIBALY W.,DAHL,DAWIDOWICZ,DE SCIGLIO,1,1,2,1,1,2,19,32,64,23,38,76,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,50.0,,
DAHL,D,ROM,dahl.png,dahl_avatar.png,-,-,0,0,-,-,0,0,0.0,0.0,0,0,0.002,3,6.03,6.27,15.0,1350.0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,4,5,0.2,Outsider,6.12,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BELLANOVA,KYRIAKOPOULOS,EBUEHI,FRESE,28.0,97.0,3.0,97.0,COULIBALY W.,D'AMBROSIO,DAWIDOWICZ,DE SCIGLIO,DE SILVESTRI,1,1,2,1,1,2,17,28,56,2,3,6,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,25.0,,
DAWIDOWICZ,D,VER,dawidowicz.png,dawidowicz_avatar.png,5.8,5.8,1,1,5.6,5.77,0,0,5.5,5.67,0,0,0.002,5,5.77,5.6,28.0,2151.0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,0.2,Outsider,5.86,25.0,89.0,81.0,77.5,77.9,84.3,82.6,77.6,EBUEHI,ROMAGNOLI,VASQUEZ,ROMAGNOLI,12.0,100.0,18.0,100.0,D'AMBROSIO,DAHL,DE SCIGLIO,DE SILVESTRI,DI CHIARA,1,1,2,1,1,2,7,12,24,11,18,36,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,75.0,,
DE SCIGLIO,D,EMP,de_sciglio.png,de_sciglio_avatar.png,5.76,5.76,0,0,6.0,6.0,0,0,0.0,0.0,0,0,0.002,1,6.0,6.0,1.0,45.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,2,0.2,Non Impostata,5.5,1.0,100.0,57.8,54.0,54.5,60.9,59.4,54.5,POSCH,HERNANDEZ T.,ROMAGNOLI,FRESE,60.0,100.0,12.0,100.0,DAHL,DAWIDOWICZ,DE SILVESTRI,DI CHIARA,DJALO',1,1,2,1,1,2,36,60,120,7,12,24,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,
DE SILVESTRI,D,BOL,de_silvestri.png,de_silvestri_avatar.png,5.96,5.92,1,0,6.67,6.17,2,0,0.0,0.0,0,0,0.002,3,6.17,6.67,15.0,694.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,4,3,0.2,Non Impostata,5.87,7.0,47.0,70.9,67.7,68.1,70.6,71.6,67.0,EBUEHI,HERNANDEZ T.,GOSENS,COCO,52.0,100.0,27.0,100.0,DAWIDOWICZ,DE SCIGLIO,DI CHIARA,DJALO',EBOSSE,1,1,2,1,1,2,31,52,104,16,27,54,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,25.0,,
DI CHIARA,D,PAR,di_chiara.png,di_chiara_avatar.png,-,-,0,3,-,-,0,1,0.0,0.0,0,0,0.002,1,6.1,6.15,25.0,1635.0,0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,2,3,4,0.2,Non Impostata,5.91,18.0,72.0,81.6,77.3,77.5,83.3,82.3,77.5,POSCH,CANDELA,GOSENS,CANDELA,13.0,97.0,25.0,97.0,DE SCIGLIO,DE SILVESTRI,DJALO',EBOSSE,EHIZIBUE,1,1,2,1,1,2,8,13,26,15,25,50,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,25.0,,
DJALO',D,JUV,djalo.png,djalo_avatar.png,-,-,2,4,6.0,6.0,0,0,0.0,0.0,0,0,0.002,2,6.0,6.0,1.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,4,3,0.2,Outsider,6.15,0.0,0.0,58.2,54.0,54.5,61.0,60.1,55.6,DORGU,COCO,BUONGIORNO,CANDELA,15.0,100.0,36.0,100.0,DE SILVESTRI,DI CHIARA,EBOSSE,EHIZIBUE,ERLIC,1,1,2,1,1,2,9,15,30,22,36,72,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,25.0,,
EBOSSE,D,UDI,ebosse.png,ebosse_avatar.png,5.54,5.64,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.002,1,0.0,0.0,1.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,3,0.2,Non Impostata,5.8,0.0,0.0,57.8,54.0,54.3,60.8,59.3,55.1,EBUEHI,HERNANDEZ T.,BELLANOVA,VARANE,52.0,100.0,32.0,97.0,DI CHIARA,DJALO',EHIZIBUE,ERLIC,FARAONI,1,1,2,1,1,2,31,52,104,19,32,64,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,
EHIZIBUE,D,UDI,ehizibue.png,ehizibue_avatar.png,5.93,5.79,2,0,5.82,5.88,0,1,6.67,6.5,0,1,0.002,5,5.88,5.82,23.0,969.0,0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,0.2,Quarta,5.89,11.0,48.0,78.6,75.3,75.0,78.4,79.7,75.4,EBUEHI,HERNANDEZ T.,BELLANOVA,VARANE,52.0,100.0,32.0,97.0,DJALO',EBOSSE,ERLIC,FARAONI,GABBIA,1,1,2,1,1,2,31,52,104,19,32,64,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,50.0,,
ERLIC,D,BOL,erlic.png,erlic_avatar.png,5.59,5.7,0,0,5.78,5.77,1,0,6.5,6.5,0,0,0.002,6,5.77,5.78,32.0,2624.0,1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,3,3,4,0.2,Outsider,5.93,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EBUEHI,HERNANDEZ T.,GOSENS,COCO,52.0,100.0,27.0,100.0,EBOSSE,EHIZIBUE,FARAONI,GABBIA,GHILARDI,1,1,2,1,1,2,31,52,104,16,27,54,Problema muscolare - Rientro meta settembre,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,50.0,,
FARAONI,D,VER,faraoni.png,faraoni_avatar.png,6.17,5.95,2,2,5.62,5.72,0,1,0.0,0.0,0,0,0.002,3,5.72,5.62,19.0,995.0,0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,0.2,Outsider,5.87,11.0,58.0,78.1,76.9,78.4,80.9,78.2,79.0,EBUEHI,ROMAGNOLI,VASQUEZ,ROMAGNOLI,12.0,100.0,18.0,100.0,EHIZIBUE,ERLIC,GABBIA,GHILARDI,GIANNETTI L.,1,1,2,1,1,2,7,12,24,11,18,36,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,25.0,,
GABBIA,D,MIL,gabbia.png,gabbia_avatar.png,5.39,5.5,0,0,6.26,6.06,2,0,0.0,0.0,0,0,0.002,4,6.06,6.26,18.0,1279.0,2,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,3,3,5,0.2,Outsider,6.26,14.0,80.0,81.2,78.2,78.1,84.7,82.8,77.7,POSCH,EBUEHI,EBUEHI,DORGU,11.0,100.0,11.0,100.0,ERLIC,FARAONI,GHILARDI,GIANNETTI L.,GOLDANIGA,1,1,2,1,1,2,7,11,22,7,11,22,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,25.0,,
GHILARDI,D,VER,ghilardi.png,ghilardi_avatar.png,-,-,0,0,-,-,2,0,0.0,0.0,0,0,0.002,1,0.0,0.0,37.0,3186.0,2,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1,2,3,4,0.2,Non Impostata,5.75,35.0,95.0,81.8,77.3,77.5,83.4,82.3,77.3,EBUEHI,ROMAGNOLI,VASQUEZ,ROMAGNOLI,12.0,100.0,18.0,100.0,FARAONI,GABBIA,GIANNETTI L.,GOLDANIGA,PEREIRA P.,1,1,2,1,1,2,7,12,24,11,18,36,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,25.0,,
GIANNETTI L.,D,UDI,giannetti_l.png,giannetti_l_avatar.png,-,-,1,2,5.64,5.79,1,0,7.0,6.33,1,0,0.002,4,5.79,5.64,7.0,630.0,1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1,4,3,5,0.2,"Titolare ""Scarso""",5.81,7.0,92.0,81.2,78.6,77.7,84.4,80.0,78.7,EBUEHI,HERNANDEZ T.,BELLANOVA,VARANE,52.0,100.0,32.0,97.0,GABBIA,GHILARDI,GOLDANIGA,PEREIRA P.,PEZZELLA GIU.,1,1,2,1,1,2,31,52,104,19,32,64,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,75.0,,
GOGLICHIDZE,D,EMP,goglichidze.png,goglichidze_avatar.png,-,-,0,0,0.0,0.0,0,0,6.5,6.5,0,0,0.003,1,5.88,6.02,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,4,0.2,Non Impostata,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POSCH,HERNANDEZ T.,ROMAGNOLI,FRESE,60.0,100.0,12.0,100.0,PELLEGRINI LU.,HATZIDIAKOS,PALACIOS T.,COMUZZO,COPPOLA D.,1,2,3,1,1,2,36,60,120,7,12,24,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,25.0,,
GOLDANIGA,D,COM,goldaniga.png,goldaniga_avatar.png,-,-,0,0,5.54,5.65,0,0,4.5,5.0,0,0,0.002,3,5.65,5.54,16.0,1440.0,2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1,3,2,4,0.2,Outsider,5.78,16.0,97.0,81.6,77.5,77.5,83.3,82.3,77.3,BELLANOVA,HERNANDEZ T.,BELLANOVA,KYRIAKOPOULOS,75.0,97.0,28.0,97.0,GHILARDI,GIANNETTI L.,PEREIRA P.,PEZZELLA GIU.,ROUHI,1,1,2,1,1,2,45,75,150,17,28,56,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
HATZIDIAKOS,D,CAG,hatzidiakos.png,hatzidiakos_avatar.png,-,-,0,0,5.46,5.5,0,0,0.0,0.0,0,0,0.002,3,5.5,5.46,13.0,863.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,2,4,0.2,Non Impostata,5.69,13.0,100.0,71.6,67.2,68.2,72.0,71.6,66.9,ROMAGNOLI,KYRIAKOPOULOS,ROMAGNOLI,COCO,14.0,97.0,16.0,97.0,HYSAJ,PELLEGRINI LU.,GOGLICHIDZE,PALACIOS T.,COMUZZO,1,1,2,1,1,2,8,14,28,10,16,32,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,6.0,25.0,,
HYSAJ,D,LAZ,hysaj.png,hysaj_avatar.png,6.05,5.97,1,1,5.65,5.7,0,0,0.0,0.0,0,0,0.002,4,5.7,5.65,22.0,1194.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,2,2,4,0.2,Outsider,5.71,11.0,50.0,77.5,75.1,77.9,80.9,78.4,76.5,EBUEHI,FRESE,VASQUEZ,FRESE,3.0,100.0,9.0,100.0,OSORIO,PATRIC,PELLEGRINI LU.,HATZIDIAKOS,GOGLICHIDZE,1,1,2,1,1,2,2,3,6,5,9,18,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,25.0,,
ILIC M.,D,BOL,ilic_m.png,ilic_m_avatar.png,-,-,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.002,1,0.0,0.0,18.0,1620.0,1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,0.2,Non Impostata,5.75,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EBUEHI,HERNANDEZ T.,GOSENS,COCO,52.0,100.0,27.0,100.0,CELIK,IOVINE,ISMAJLI,JUAN JESUS,KABASELE,1,1,2,1,1,2,31,52,104,16,27,54,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,
IOVINE,D,COM,iovine.png,iovine_avatar.png,-,-,0,0,-,-,0,6,5.5,5.5,0,0,0.002,3,0.0,0.0,26.0,1552.0,0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1,4,3,3,0.2,Quarta,5.83,18.0,69.0,81.6,77.3,77.5,83.3,82.3,77.5,BELLANOVA,HERNANDEZ T.,BELLANOVA,KYRIAKOPOULOS,75.0,97.0,28.0,97.0,CELIK,ILIC M.,ISMAJLI,JUAN JESUS,KABASELE,1,1,2,1,1,2,45,75,150,17,28,56,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,75.0,,
ISMAJLI,D,EMP,ismajli.png,ismajli_avatar.png,5.86,6.0,0,0,5.68,5.72,0,0,6.5,6.5,0,0,0.002,6,5.72,5.68,26.0,2056.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,4,2,3,0.2,"Titolare ""Scarso""",5.73,23.0,88.0,81.1,77.5,77.9,84.6,82.6,77.6,POSCH,HERNANDEZ T.,ROMAGNOLI,FRESE,60.0,100.0,12.0,100.0,ILIC M.,IOVINE,JUAN JESUS,KABASELE,KOVACIK,1,1,2,1,1,2,36,60,120,7,12,24,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,75.0,,
